prod_year,prod_year_delta,prod_year_delta_sq,prod_year_delta_cu,cylinders,airbags,levy,manufacturer_class,manufacturer_mean_le,category_mean_le,leather_interior,fuel_type_mean_le,turbo,engine_volume,mileage,mileage_new,gear_box_type_mean_le,wheel_mean_le
1995,25,625.0,15625.0,4,2,781.0,1,39,9,0,0,0,2.0,234567.0,0,1,0
1995,25,625.0,15625.0,4,4,781.0,2,33,9,0,0,0,2.0,111111.0,0,1,0
2015,5,25.0,125.0,6,0,1104.0,1,3,4,1,4,0,3.0,264014.0,0,0,0
2014,6,36.0,216.0,6,6,781.0,2,16,9,1,3,0,3.8,338000.0,0,0,0
1998,22,484.0,10648.0,4,4,781.0,1,39,3,0,4,0,1.6,200000.0,0,1,0
2012,8,64.0,512.0,4,4,1086.0,3,26,4,1,4,0,3.6,175788.0,0,0,0
2008,12,144.0,1728.0,6,12,1750.0,1,29,4,1,2,0,3.3,224629.0,0,0,0
2003,17,289.0,4913.0,6,6,781.0,2,5,4,1,0,0,3.0,345000.0,0,2,0
2010,10,100.0,1000.0,4,12,687.0,2,35,3,1,4,0,1.6,195602.0,0,0,0
2014,6,36.0,216.0,4,6,781.0,1,20,9,0,2,0,1.5,127000.0,0,2,1
2016,4,16.0,64.0,4,0,781.0,1,3,9,1,1,1,2.0,98000.0,0,2,0
2007,13,169.0,2197.0,4,4,1288.0,2,8,4,1,1,0,2.0,54114.0,0,0,0
2012,8,64.0,512.0,4,10,781.0,2,56,9,1,4,1,2.0,1111.0,0,2,0
2016,4,16.0,64.0,4,12,781.0,2,53,4,1,2,0,2.5,53000.0,0,2,0
1998,22,484.0,10648.0,4,2,781.0,1,40,3,1,4,0,1.1,328600.0,0,1,0
2001,19,361.0,6859.0,4,4,781.0,1,36,4,1,0,0,2.0,190000.0,0,2,0
2015,5,25.0,125.0,4,4,765.0,2,22,9,1,3,0,2.0,389338.0,0,0,0
2004,16,256.0,4096.0,4,6,781.0,1,32,3,0,4,0,1.5,164004.0,0,1,1
2003,17,289.0,4913.0,4,4,781.0,1,36,4,0,4,0,2.4,156000.0,0,2,0
2001,19,361.0,6859.0,6,8,781.0,2,5,9,0,4,0,2.5,195000.0,0,2,1
2012,8,64.0,512.0,4,0,753.0,2,22,9,1,2,0,2.4,93816.0,0,0,0
2008,12,144.0,1728.0,6,3,1296.0,2,16,6,0,4,0,2.4,183000.0,0,1,0
2011,9,81.0,729.0,4,4,707.0,3,49,4,1,1,0,2.0,130630.0,0,0,0
2012,8,64.0,512.0,6,12,919.0,2,33,9,1,4,0,3.0,116722.0,0,0,0
2014,6,36.0,216.0,4,12,382.0,2,22,9,1,2,0,2.4,141000.0,0,2,0
2015,5,25.0,125.0,4,4,765.0,2,8,9,1,1,0,2.0,100069.0,0,0,0
2012,8,64.0,512.0,4,0,753.0,2,22,4,1,2,0,2.4,123862.0,0,0,0
2018,2,4.0,8.0,4,12,609.0,2,53,9,1,2,0,2.5,35058.0,0,0,0
2010,10,100.0,1000.0,4,4,761.0,1,11,9,1,4,0,1.8,46527.0,0,0,0
2012,8,64.0,512.0,4,10,586.0,2,53,3,1,2,0,1.8,0.0,1,3,0
2019,1,1.0,1.0,4,12,1077.0,1,32,4,1,4,0,2.0,11566.0,0,0,0
2014,6,36.0,216.0,4,4,639.0,2,8,4,1,1,0,2.0,83924.0,0,0,0
2011,9,81.0,729.0,4,0,645.0,1,29,3,1,2,0,1.8,32974.0,0,0,0
2011,9,81.0,729.0,6,12,1172.0,1,29,4,1,4,0,3.5,181189.0,0,0,0
2015,5,25.0,125.0,4,12,765.0,2,16,3,0,4,0,2.0,85985.0,0,2,0
2018,2,4.0,8.0,4,6,1079.0,2,56,9,1,4,1,2.0,68800.0,0,2,0
2012,8,64.0,512.0,4,4,642.0,2,8,9,1,4,0,2.0,153136.0,0,0,0
2013,7,49.0,343.0,6,0,781.0,2,53,9,1,2,0,2.5,200000.0,0,2,0
1998,22,484.0,10648.0,6,4,781.0,1,20,4,0,4,0,3.2,0.0,1,0,0
2017,3,9.0,27.0,4,12,831.0,2,22,9,1,4,0,1.6,25635.0,0,0,0
2011,9,81.0,729.0,4,2,781.0,2,27,9,0,4,0,2.4,120000.0,0,0,1
2014,6,36.0,216.0,4,12,781.0,2,53,3,0,2,0,1.5,63000.0,0,3,0
2014,6,36.0,216.0,4,4,694.0,2,22,4,1,1,0,2.2,56809.0,0,0,0
2008,12,144.0,1728.0,6,12,1750.0,2,53,4,1,2,0,3.3,318467.0,0,0,0
2011,9,81.0,729.0,4,4,862.0,2,22,7,1,1,0,2.5,52686.0,0,0,0
2011,9,81.0,729.0,4,6,645.0,2,53,9,1,2,0,1.8,178000.0,0,3,0
2011,9,81.0,729.0,4,12,645.0,2,53,9,0,2,0,1.8,20000.0,0,0,0
2010,10,100.0,1000.0,6,12,1211.0,2,34,9,1,4,0,3.0,178011.0,0,0,0
2010,10,100.0,1000.0,4,6,781.0,2,53,3,0,2,0,1.8,164000.0,0,0,0
2014,6,36.0,216.0,4,12,394.0,2,53,9,1,2,0,2.5,102397.0,0,0,0
2012,8,64.0,512.0,6,12,781.0,2,5,4,1,1,1,3.5,243087.0,0,0,0
2013,7,49.0,343.0,3,2,1031.0,1,38,3,0,4,0,1.2,36000.0,0,3,1
1987,33,1089.0,35937.0,4,0,781.0,2,33,4,0,1,0,2.2,243567.0,0,1,0
2014,6,36.0,216.0,4,12,394.0,2,53,9,1,2,0,2.5,130478.0,0,0,0
2015,5,25.0,125.0,6,12,1205.0,2,22,4,1,4,0,3.3,97304.0,0,0,0
2013,7,49.0,343.0,4,4,530.0,2,22,9,1,4,0,1.6,31691.0,0,0,0
2009,11,121.0,1331.0,4,0,1185.0,2,16,4,1,2,0,2.5,196682.0,0,0,0
2014,6,36.0,216.0,4,12,473.0,2,8,9,1,4,0,1.4,100685.0,0,0,0
2005,15,225.0,3375.0,4,4,781.0,2,53,7,0,4,0,2.0,98000.0,0,0,1
2018,2,4.0,8.0,4,8,781.0,2,53,4,0,4,0,2.0,25000.0,0,2,0
2011,9,81.0,729.0,4,4,583.0,2,22,9,1,4,0,1.6,128147.0,0,0,0
2012,8,64.0,512.0,4,12,586.0,2,53,3,1,2,0,1.8,323733.0,0,0,0
2005,15,225.0,3375.0,4,6,781.0,2,5,9,1,4,0,3.0,246000.0,0,0,0
2015,5,25.0,125.0,6,12,934.0,1,29,9,1,4,0,2.5,70154.0,0,0,0
2014,6,36.0,216.0,4,8,584.0,2,53,3,0,4,0,1.8,127800.0,0,0,0
2012,8,64.0,512.0,4,12,781.0,1,32,9,0,4,0,2.0,125000.0,0,2,0
2005,15,225.0,3375.0,4,2,781.0,1,38,3,0,3,0,1.5,158000.0,0,3,1
2016,4,16.0,64.0,4,12,891.0,2,22,9,0,4,0,2.0,105394.0,0,2,0
2009,11,121.0,1331.0,4,12,746.0,2,53,9,1,2,0,1.5,433658.0,0,0,0
2011,9,81.0,729.0,6,12,1172.0,2,53,4,1,2,0,3.5,342622.0,0,0,0
2010,10,100.0,1000.0,6,8,1399.0,2,33,9,1,4,0,3.5,76000.0,0,2,0
2010,10,100.0,1000.0,8,0,1811.0,1,29,4,1,4,0,4.6,275240.0,0,0,0
2014,6,36.0,216.0,4,4,639.0,2,22,9,1,3,0,2.0,493905.0,0,0,0
2018,2,4.0,8.0,4,4,732.0,1,20,3,1,4,0,1.3,5987.0,0,0,0
2015,5,25.0,125.0,6,12,603.0,1,29,4,1,2,0,3.5,143619.0,0,0,0
2014,6,36.0,216.0,6,12,781.0,2,33,9,1,2,0,3.5,114000.0,0,2,0
2015,5,25.0,125.0,4,4,765.0,2,22,9,1,4,0,2.0,43628.0,0,0,0
2013,7,49.0,343.0,4,0,779.0,2,53,9,0,4,0,2.5,7900.0,0,2,0
1998,22,484.0,10648.0,6,6,781.0,2,5,9,0,4,0,2.5,100000.0,0,1,0
2004,16,256.0,4096.0,8,0,781.0,2,56,4,1,4,0,4.2,250000.0,0,0,0
2014,6,36.0,216.0,4,4,639.0,2,22,9,1,3,0,2.0,392894.0,0,0,0
2014,6,36.0,216.0,4,0,584.0,2,22,9,0,4,0,1.8,193600.0,0,0,0
1997,23,529.0,12167.0,4,4,781.0,1,32,9,0,4,0,1.5,111111.0,0,1,0
2018,2,4.0,8.0,4,10,1079.0,1,3,9,1,4,0,2.0,18283.0,0,0,0
1992,28,784.0,21952.0,6,0,781.0,1,38,4,0,1,0,4.2,1000.0,0,1,0
2014,6,36.0,216.0,4,6,501.0,1,20,9,1,4,0,1.5,78400.0,0,3,0
2011,9,81.0,729.0,8,0,1514.0,1,29,4,1,4,0,4.6,160138.0,0,0,0
2013,7,49.0,343.0,4,4,640.0,2,22,4,1,1,0,2.0,235300.0,0,0,0
2010,10,100.0,1000.0,4,10,761.0,2,53,9,1,2,0,1.8,231003.0,0,0,0
2011,9,81.0,729.0,6,12,1018.0,2,33,4,1,1,0,3.0,0.0,1,0,0
2017,3,9.0,27.0,4,4,1017.0,2,22,4,1,1,0,2.0,105751.0,0,0,0
2010,10,100.0,1000.0,4,4,836.0,2,22,1,1,4,0,2.0,100000.0,0,0,0
2013,7,49.0,343.0,4,0,530.0,1,38,4,1,4,0,1.6,129128.0,0,0,0
2014,6,36.0,216.0,4,4,638.0,2,27,9,1,4,0,2.0,36037.0,0,0,0
2009,11,121.0,1331.0,6,0,1405.0,2,5,4,1,1,0,3.0,229854.0,0,0,0
2016,4,16.0,64.0,4,0,1051.0,2,22,9,0,4,0,2.4,58000.0,0,2,0
1992,28,784.0,21952.0,4,1,781.0,2,16,2,0,1,0,2.5,1000.0,0,1,0
2011,9,81.0,729.0,4,12,862.0,2,16,9,1,4,0,2.5,174899.0,0,0,0
2003,17,289.0,4913.0,6,8,781.0,2,5,9,1,0,0,2.5,260000.0,0,2,0
2011,9,81.0,729.0,4,4,955.0,3,26,4,1,1,0,2.8,181900.0,0,0,0
2014,6,36.0,216.0,4,12,394.0,2,53,9,1,2,0,2.5,398069.0,0,0,0
2005,15,225.0,3375.0,4,2,781.0,2,53,7,0,3,0,2.4,251000.0,0,0,1
2010,10,100.0,1000.0,4,4,836.0,2,22,4,1,1,0,2.0,151000.0,0,0,0
2015,5,25.0,125.0,8,0,1646.0,1,29,4,1,4,0,4.6,188078.0,0,0,0
2010,10,100.0,1000.0,4,4,1099.0,3,49,4,1,1,0,2.7,151949.0,0,0,0
2013,7,49.0,343.0,4,12,779.0,2,53,9,1,2,0,2.5,232032.0,0,0,0
2014,6,36.0,216.0,4,12,473.0,2,15,4,1,4,0,1.4,110539.0,0,0,0
2010,10,100.0,1000.0,4,4,687.0,1,11,9,1,4,0,1.6,130000.0,0,0,0
2013,7,49.0,343.0,4,4,640.0,2,27,9,1,4,0,2.0,54977.0,0,0,0
2005,15,225.0,3375.0,4,8,781.0,1,39,3,0,1,1,1.7,187000.0,0,1,0
2016,4,16.0,64.0,4,4,730.0,2,22,9,1,4,0,1.6,79845.0,0,0,0
2018,2,4.0,8.0,4,4,1079.0,1,20,9,1,4,0,2.0,26134.0,0,0,0
2011,9,81.0,729.0,4,0,645.0,1,29,3,1,2,0,1.8,116869.0,0,0,0
2013,7,49.0,343.0,6,0,779.0,2,53,9,1,4,0,2.5,87000.0,0,2,0
2017,3,9.0,27.0,4,12,738.0,2,8,9,1,4,0,1.4,89896.0,0,0,0
2010,10,100.0,1000.0,6,12,1399.0,1,29,4,1,2,0,3.5,315270.0,0,0,0
2019,1,1.0,1.0,4,12,1325.0,1,32,4,1,4,0,2.5,14186.0,0,0,0
2017,3,9.0,27.0,4,4,831.0,2,8,9,1,4,0,1.6,47504.0,0,0,0
2010,10,100.0,1000.0,4,4,687.0,1,11,9,1,4,0,1.6,153915.0,0,0,0
2012,8,64.0,512.0,6,12,919.0,2,33,9,1,1,0,3.0,171221.0,0,0,0
2017,3,9.0,27.0,4,8,781.0,2,53,9,0,2,0,1.8,33000.0,0,2,0
2017,3,9.0,27.0,6,12,1714.0,1,29,9,1,4,0,3.5,21261.0,0,0,0
2011,9,81.0,729.0,6,12,1018.0,2,33,4,1,1,1,3.0,111000.0,0,2,0
2014,6,36.0,216.0,4,12,584.0,2,22,9,1,4,0,1.8,107155.0,0,0,0
2014,6,36.0,216.0,4,0,259.0,2,8,3,1,2,0,1.4,131893.0,0,0,0
2010,10,100.0,1000.0,4,12,761.0,2,53,9,1,4,0,1.8,290280.0,0,0,0
2013,7,49.0,343.0,4,8,781.0,1,20,3,0,2,0,1.3,112000.0,0,3,1
2015,5,25.0,125.0,4,4,308.0,1,20,3,1,2,0,1.5,102528.0,0,0,0
2013,7,49.0,343.0,4,4,447.0,1,20,3,1,2,0,1.3,117058.0,0,0,0
2012,8,64.0,512.0,4,12,475.0,2,8,9,1,4,1,1.4,158000.0,0,0,0
2013,7,49.0,343.0,6,12,781.0,1,38,7,1,0,0,3.5,45000.0,0,0,0
2014,6,36.0,216.0,4,8,333.0,2,16,9,1,2,0,2.0,122000.0,0,3,0
2008,12,144.0,1728.0,6,10,781.0,3,28,4,1,1,1,3.6,180000.0,0,2,0
2014,6,36.0,216.0,4,12,308.0,2,53,3,1,2,0,1.8,146019.0,0,0,0
2014,6,36.0,216.0,4,4,528.0,2,22,9,1,3,0,1.6,195965.0,0,0,0
2014,6,36.0,216.0,4,6,1266.0,1,20,3,0,2,0,1.5,136000.0,0,3,1
2016,4,16.0,64.0,6,12,1493.0,1,29,4,1,4,0,3.5,65981.0,0,0,0
2018,2,4.0,8.0,4,4,930.0,2,22,4,1,1,0,1.7,52782.0,0,0,0
2014,6,36.0,216.0,4,12,777.0,2,53,9,1,4,0,2.5,312786.0,0,0,0
2018,2,4.0,8.0,4,8,781.0,2,8,4,1,4,0,1.4,1405.0,0,0,0
2014,6,36.0,216.0,4,4,363.0,2,8,9,1,4,0,1.0,35565.0,0,0,0
2012,8,64.0,512.0,6,10,975.0,1,57,4,1,4,0,3.2,105500.0,0,2,0
2014,6,36.0,216.0,4,6,781.0,2,53,4,0,1,0,3.0,90000.0,0,1,0
2009,11,121.0,1331.0,4,8,1185.0,2,16,4,1,2,0,2.5,205000.0,0,2,0
2014,6,36.0,216.0,4,0,333.0,2,16,9,1,2,0,2.0,186048.0,0,0,0
2004,16,256.0,4096.0,4,0,781.0,1,20,3,0,4,0,2.0,180000.0,0,0,1
2014,6,36.0,216.0,4,12,584.0,2,22,9,1,4,0,1.8,40963.0,0,0,0
2013,7,49.0,343.0,4,12,640.0,2,56,9,1,4,0,2.0,143720.0,0,0,0
2010,10,100.0,1000.0,4,4,1024.0,2,22,7,1,1,0,2.5,124850.0,0,0,0
2016,4,16.0,64.0,4,4,891.0,2,22,9,1,3,0,2.0,450383.0,0,0,0
2012,8,64.0,512.0,4,4,1086.0,3,26,4,1,4,0,3.6,105757.0,0,0,0
2016,4,16.0,64.0,8,12,1694.0,2,33,4,1,4,0,4.0,34960.0,0,0,0
2011,9,81.0,729.0,6,8,781.0,2,8,4,1,4,0,3.6,84800.0,0,2,0
1999,21,441.0,9261.0,4,6,781.0,2,56,9,1,4,1,1.8,3000.0,0,1,0
2012,8,64.0,512.0,4,12,781.0,2,53,9,1,2,0,2.5,141550.0,0,0,0
2015,5,25.0,125.0,4,4,866.0,2,16,9,1,4,0,2.3,43770.0,0,0,0
1999,21,441.0,9261.0,4,6,781.0,2,33,9,0,4,0,2.0,280000.0,0,1,0
2014,6,36.0,216.0,4,10,781.0,1,29,9,1,2,0,2.5,133000.0,0,0,0
2011,9,81.0,729.0,6,12,1172.0,2,33,1,1,1,0,3.5,226251.0,0,0,0
2001,19,361.0,6859.0,4,4,781.0,1,50,10,0,4,1,2.0,111111.0,0,0,1
2003,17,289.0,4913.0,6,6,781.0,2,5,9,0,4,0,2.2,135000.0,0,1,1
2011,9,81.0,729.0,4,4,707.0,2,22,4,1,1,0,2.0,68047.0,0,0,0
2010,10,100.0,1000.0,4,4,836.0,3,49,4,1,1,0,2.0,59900.0,0,0,0
2014,6,36.0,216.0,4,0,781.0,2,5,9,0,4,1,2.0,92361.0,0,2,0
2012,8,64.0,512.0,6,0,919.0,2,5,4,1,1,0,3.0,296395.0,0,0,0
2016,4,16.0,64.0,8,0,1935.0,1,29,4,1,4,0,4.6,155976.0,0,0,0
2017,3,9.0,27.0,4,14,442.0,2,53,3,0,2,0,1.8,95350.0,0,0,0
2015,5,25.0,125.0,4,4,629.0,2,22,9,1,1,0,1.6,110000.0,0,0,0
2007,13,169.0,2197.0,6,8,781.0,2,5,9,1,4,0,3.0,247000.0,0,2,0
2012,8,64.0,512.0,4,4,586.0,2,8,9,1,4,0,1.8,80497.0,0,0,0
2015,5,25.0,125.0,4,12,934.0,2,53,9,1,4,0,2.5,111936.0,0,0,0
2017,3,9.0,27.0,4,4,1249.0,2,22,10,1,1,0,2.5,129841.0,0,0,0
2016,4,16.0,64.0,4,0,1091.0,1,50,4,1,4,0,2.5,68011.0,0,0,0
2015,5,25.0,125.0,4,8,781.0,2,22,9,1,4,1,1.6,59000.0,0,2,0
2014,6,36.0,216.0,4,10,473.0,2,8,9,0,4,0,1.4,74222.0,0,2,0
2010,10,100.0,1000.0,8,0,1811.0,1,29,4,1,4,0,4.6,275240.0,0,0,0
2001,19,361.0,6859.0,4,0,781.0,1,36,4,0,4,0,2.0,131000.0,0,0,0
2019,1,1.0,1.0,4,12,607.0,2,53,9,1,2,0,2.5,9626.0,0,0,0
2013,7,49.0,343.0,4,4,781.0,1,20,9,0,2,0,1.5,160000.0,0,0,1
2010,10,100.0,1000.0,4,11,761.0,2,53,9,1,2,0,1.8,368000.0,0,3,0
2001,19,361.0,6859.0,6,4,781.0,2,53,7,0,0,0,3.0,200000.0,0,0,1
2005,15,225.0,3375.0,4,6,781.0,1,38,3,0,4,0,1.5,158000.0,0,0,1
1996,24,576.0,13824.0,4,2,781.0,2,33,9,0,0,0,2.3,344000.0,0,1,0
2013,7,49.0,343.0,4,4,419.0,1,38,3,1,4,0,1.2,89542.0,0,0,0
2012,8,64.0,512.0,6,12,1058.0,2,33,9,1,1,0,3.5,318285.0,0,0,0
2016,4,16.0,64.0,6,0,1292.0,2,33,4,1,4,0,3.0,59099.0,0,0,0
2013,7,49.0,343.0,4,12,585.0,2,22,9,1,4,0,1.8,141603.0,0,0,0
2015,5,25.0,125.0,4,12,353.0,2,53,3,1,2,0,1.8,104978.0,0,0,0
2015,5,25.0,125.0,6,6,765.0,2,22,3,0,4,0,2.0,65566.0,0,0,0
2012,8,64.0,512.0,4,0,781.0,2,16,4,1,2,0,2.5,95349.0,0,0,0
2011,9,81.0,729.0,4,8,1855.0,1,20,7,0,4,0,2.0,97000.0,0,2,1
2015,5,25.0,125.0,8,10,1646.0,1,29,4,1,4,0,4.6,44808.0,0,2,0
2011,9,81.0,729.0,4,4,583.0,2,8,9,1,4,0,1.6,154148.0,0,0,0
2011,9,81.0,729.0,4,12,781.0,2,22,9,1,3,0,2.0,89000.0,0,0,0
2014,6,36.0,216.0,4,0,333.0,2,16,9,1,2,0,2.0,0.0,1,0,0
2016,4,16.0,64.0,3,4,488.0,2,27,9,1,4,0,1.0,31230.0,0,0,0
2014,6,36.0,216.0,4,0,639.0,2,22,3,0,4,0,2.0,124226.0,0,0,0
2011,9,81.0,729.0,6,0,1018.0,2,5,4,1,1,0,3.0,213195.0,0,0,0
2013,7,49.0,343.0,4,10,640.0,2,16,3,1,5,0,2.0,60000.0,0,0,0
2012,8,64.0,512.0,6,6,919.0,2,33,4,1,1,0,3.0,16981.0,0,0,0
2010,10,100.0,1000.0,4,4,687.0,1,11,9,1,1,0,1.6,75840.0,0,0,0
2007,13,169.0,2197.0,4,8,988.0,2,53,9,0,2,0,1.5,158130.0,0,0,0
2009,11,121.0,1331.0,4,6,781.0,2,48,9,0,4,0,1.6,30000.0,0,1,0
2003,17,289.0,4913.0,16,2,781.0,1,20,3,0,4,1,1.5,140203.0,0,0,1
2000,20,400.0,8000.0,4,2,781.0,1,39,2,0,4,0,1.6,280000.0,0,1,0
2014,6,36.0,216.0,4,0,781.0,2,53,9,0,2,0,1.8,160960.0,0,3,0
2017,3,9.0,27.0,4,4,1017.0,2,22,4,1,1,0,2.0,113195.0,0,0,0
2013,7,49.0,343.0,4,6,585.0,2,22,9,0,4,0,1.8,78024.0,0,2,0
2009,11,121.0,1331.0,4,4,790.0,1,11,9,1,4,0,1.6,53613.0,0,0,0
2013,7,49.0,343.0,4,0,585.0,2,53,3,0,2,0,1.8,137265.0,0,0,0
2010,10,100.0,1000.0,4,4,687.0,2,8,9,1,4,0,1.6,60000.0,0,0,0
1997,23,529.0,12167.0,4,2,781.0,1,36,4,0,3,0,2.7,219000.0,0,0,1
2013,7,49.0,343.0,4,4,640.0,2,22,4,1,1,0,2.0,238939.0,0,0,0
2014,6,36.0,216.0,6,12,1053.0,2,33,9,1,1,0,3.5,153115.0,0,0,0
2013,7,49.0,343.0,6,12,1055.0,1,29,4,1,2,0,3.5,361603.0,0,0,0
2015,5,25.0,125.0,4,4,765.0,2,22,4,1,1,0,2.0,185811.0,0,0,0
2013,7,49.0,343.0,6,12,1055.0,1,29,4,1,2,0,3.5,361603.0,0,0,0
2015,5,25.0,125.0,4,4,833.0,2,22,4,1,1,0,2.2,172803.0,0,0,0
2010,10,100.0,1000.0,6,12,1399.0,1,29,4,1,2,0,3.5,382746.0,0,0,0
2009,11,121.0,1331.0,4,6,781.0,2,53,3,1,2,0,1.5,187000.0,0,0,0
2014,6,36.0,216.0,4,4,639.0,2,22,4,1,1,0,2.0,120871.0,0,0,0
2008,12,144.0,1728.0,4,8,781.0,1,3,9,1,4,1,2.0,222222.0,0,2,0
2005,15,225.0,3375.0,4,4,781.0,1,38,3,0,4,0,1.5,156000.0,0,0,1
2017,3,9.0,27.0,4,4,831.0,3,49,4,1,1,0,1.6,72924.0,0,0,0
2013,7,49.0,343.0,4,6,585.0,2,22,3,1,4,0,1.8,206400.0,0,2,0
2017,3,9.0,27.0,6,12,1249.0,2,53,9,1,4,0,2.5,55000.0,0,0,0
2014,6,36.0,216.0,4,4,639.0,2,22,9,1,3,0,2.0,353049.0,0,0,0
2012,8,64.0,512.0,4,5,642.0,2,27,4,1,1,1,2.0,65000.0,0,2,0
2014,6,36.0,216.0,4,12,308.0,2,53,3,1,2,0,1.8,212357.0,0,0,0
2011,9,81.0,729.0,4,6,862.0,2,56,9,1,4,0,2.5,134400.0,0,2,0
2015,5,25.0,125.0,4,4,765.0,2,8,9,1,1,0,2.0,111365.0,0,0,0
2010,10,100.0,1000.0,4,12,1024.0,2,16,9,1,4,0,2.5,147790.0,0,0,0
2012,8,64.0,512.0,4,8,642.0,2,53,3,1,2,0,2.0,181600.0,0,3,0
2011,9,81.0,729.0,4,4,707.0,2,22,9,1,4,0,2.0,190000.0,0,0,0
2004,16,256.0,4096.0,4,0,1675.0,2,16,6,0,1,0,2.0,200000.0,0,1,0
2005,15,225.0,3375.0,4,4,781.0,2,5,1,1,4,0,1.8,55000.0,0,1,0
2012,8,64.0,512.0,4,6,781.0,2,53,4,0,4,0,2.5,77000.0,0,0,0
2016,4,16.0,64.0,4,0,781.0,2,53,9,0,2,0,1.8,239680.0,0,0,0
2012,8,64.0,512.0,4,12,475.0,2,15,4,1,4,0,1.4,108626.0,0,0,0
2014,6,36.0,216.0,4,12,394.0,2,53,9,1,2,0,2.5,398069.0,0,0,0
2018,2,4.0,8.0,6,12,1872.0,2,56,9,1,4,0,3.6,66086.0,0,0,0
2015,5,25.0,125.0,4,12,629.0,2,16,9,1,4,0,1.6,111374.0,0,0,0
2010,10,100.0,1000.0,6,12,1399.0,1,29,4,1,2,0,3.5,317470.0,0,0,0
2011,9,81.0,729.0,4,4,583.0,2,22,9,1,4,0,1.6,123593.0,0,0,0
2007,13,169.0,2197.0,4,11,781.0,2,53,9,0,2,0,1.5,132000.0,0,3,0
2018,2,4.0,8.0,4,4,1079.0,2,22,9,1,4,0,2.0,77130.0,0,0,0
2002,18,324.0,5832.0,4,5,781.0,1,39,2,0,1,1,2.0,237700.0,0,1,0
2011,9,81.0,729.0,4,6,781.0,2,22,9,0,2,0,2.4,240000.0,0,0,0
2014,6,36.0,216.0,4,4,501.0,1,20,3,1,4,0,1.5,165000.0,0,0,0
2018,2,4.0,8.0,3,4,1539.0,2,53,7,0,4,0,1.0,0.0,1,0,1
2014,6,36.0,216.0,4,10,777.0,1,50,4,0,4,0,2.5,169000.0,0,2,0
2010,10,100.0,1000.0,4,4,911.0,2,22,4,1,1,0,2.2,70338.0,0,0,0
2008,12,144.0,1728.0,5,4,781.0,2,53,4,0,4,0,4.0,185600.0,0,0,0
2016,4,16.0,64.0,6,12,1292.0,2,5,1,1,4,0,3.0,62194.0,0,0,0
2010,10,100.0,1000.0,4,4,781.0,2,53,9,0,2,0,1.8,172707.0,0,3,0
2012,8,64.0,512.0,4,7,503.0,2,53,3,0,2,0,1.5,132462.0,0,3,0
2010,10,100.0,1000.0,4,12,761.0,2,53,3,1,2,0,1.8,159382.0,0,0,0
2016,4,16.0,64.0,4,0,431.0,2,22,9,1,2,0,2.0,71218.0,0,0,0
2012,8,64.0,512.0,4,4,1268.0,2,53,3,0,2,0,1.5,147000.0,0,3,1
2019,1,1.0,1.0,4,12,1077.0,2,22,9,1,4,0,2.0,29496.0,0,0,0
2008,12,144.0,1728.0,4,4,893.0,2,22,3,1,4,0,1.6,136869.0,0,0,0
2011,9,81.0,729.0,4,4,583.0,2,22,9,1,4,0,1.6,76462.0,0,0,0
2006,14,196.0,2744.0,4,0,781.0,1,20,3,0,4,0,1.3,111111.0,0,3,1
2007,13,169.0,2197.0,4,2,1408.0,2,16,6,0,1,0,2.2,214000.0,0,1,0
2012,8,64.0,512.0,6,12,919.0,2,33,4,1,1,0,3.0,221312.0,0,0,0
2013,7,49.0,343.0,8,10,1055.0,2,33,9,1,4,0,3.5,121600.0,0,0,0
2012,8,64.0,512.0,4,0,753.0,2,22,4,1,2,0,2.4,123862.0,0,0,0
2010,10,100.0,1000.0,4,12,761.0,2,53,3,1,2,0,1.8,408997.0,0,0,0
2011,9,81.0,729.0,6,12,1018.0,2,33,4,1,1,0,3.0,0.0,1,0,0
2011,9,81.0,729.0,4,4,707.0,3,49,9,1,1,0,2.0,194314.0,0,0,0
1998,22,484.0,10648.0,4,0,781.0,2,16,6,1,1,0,2.5,180000.0,0,1,0
2010,10,100.0,1000.0,6,12,1324.0,2,53,4,1,2,0,3.3,264877.0,0,0,0
2013,7,49.0,343.0,4,4,696.0,2,8,4,1,1,0,2.2,93170.0,0,0,0
2016,4,16.0,64.0,6,12,1493.0,2,33,9,1,1,0,3.5,77205.0,0,0,0
2014,6,36.0,216.0,4,0,259.0,2,8,3,1,2,0,1.4,110958.0,0,0,0
2014,6,36.0,216.0,4,10,394.0,2,53,9,1,2,0,2.5,73602.0,0,2,0
2003,17,289.0,4913.0,4,4,781.0,2,16,2,0,1,0,1.8,230000.0,0,1,0
2015,5,25.0,125.0,4,12,934.0,1,32,9,1,4,0,2.5,113102.0,0,0,0
2011,9,81.0,729.0,4,4,707.0,2,22,4,1,1,0,2.0,192085.0,0,0,0
2016,4,16.0,64.0,4,12,431.0,2,5,4,1,5,1,2.0,58000.0,0,2,0
2010,10,100.0,1000.0,4,12,761.0,2,53,4,1,2,0,1.8,408997.0,0,0,0
2017,3,9.0,27.0,4,6,738.0,2,8,9,0,4,1,1.4,46800.0,0,0,0
2012,8,64.0,512.0,6,12,919.0,2,33,9,1,1,0,3.0,171221.0,0,0,0
2016,4,16.0,64.0,4,4,891.0,2,22,9,1,3,0,2.0,236272.0,0,0,0
2013,7,49.0,343.0,4,12,474.0,2,8,9,1,4,1,1.4,170451.0,0,0,0
